index,Project ID,Contractor ID,Project County,Project City,Project ZIP,Climate Zone,Weather Station,Weather Station-Normalization,Project Completion Date,Customer Type,Size of Home,Volume of Home,Number of Units,Year Home Built,Total Project Cost ($),Contractor Incentive ($),Total Incentives ($),Amount Financed Through Program ($),Estimated Annual Electric Savings (kWh),Estimated Annual Gas Savings (MMBtu),Estimated First Year Energy Bill Savings ($),Baseline Electric (kWh),Baseline Gas (MMBtu),Reporting Electric (kWh),Reporting Gas (MMBtu),Evaluated Annual Electric Savings (kWh),Evaluated Annual Gas Savings (MMBtu),Central Hudson,Consolidated Edison,LIPA,National Grid,National Fuel Gas,NYSEG,Orange and Rockland,Rochester Gas and Electric,Location 1
925,P00000654574,CY0000000014,Onondaga,Syracuse,13219,5|A|Cold,725190,725190,01/01/2008,Market,1536.0,11136.0,1.0,1957.0,5592.0,279.6,559.2,0.0,,,995.37,4852.87,88.71,5085.28,57.55,-232.41,31.17,False,False,False,True,False,False,False,False,"Syracuse, NY 13219
(43.04093, -76.224174)"
926,P00000654575,CY0000001001,Oneida,Utica,13501,6|A|Cold,725196,725150,06/20/2008,Assisted,2236.0,17888.0,1.0,1940.0,12920.0,0.0,5000.0,0.0,,,1511.91,7017.03,0.0,7137.48,0.0,-120.45,0.0,False,False,False,True,False,False,False,False,"Utica, NY 13501
(43.085324, -75.228495)"
927,P00000654576,CY0000001033,Saratoga,Rexford,12148,5|A|Cold,725180,725180,01/29/2008,Assisted,2652.0,21216.0,1.0,1948.0,19846.86,971.94,6000.0,13843.86,,,2286.82,13203.4,0.0,10106.03,0.0,3097.38,0.0,False,False,False,True,False,False,False,False,"Rexford, NY 12148
(42.840999, -73.852723)"
928,P00000654579,CY0000000014,Onondaga,Syracuse,13215,5|A|Cold,725190,725190,02/01/2008,Market,1995.0,15960.0,1.0,1967.0,5200.0,260.0,520.0,0.0,,,1017.79,10289.82,124.09,7959.61,92.28,2330.21,31.81,False,False,False,True,False,False,False,False,"Syracuse, NY 13215
(42.987251, -76.220062)"
929,P00000654582,CY0000000335,Onondaga,Syracuse,13212,5|A|Cold,725190,725190,03/15/2008,Market,1668.0,12519.0,1.0,1946.0,2500.0,125.0,250.0,0.0,,,380.66,6951.74,73.26,7952.8,57.6,-1001.06,15.67,False,False,False,True,False,False,False,False,"Syracuse, NY 13212
(43.126591, -76.132726)"
930,P00000654584,CY0000000335,Onondaga,Syracuse,13206,5|A|Cold,725190,725190,02/06/2008,Assisted,1581.0,14574.0,1.0,1930.0,9145.0,457.25,4572.5,4572.5,,,1029.05,6599.11,138.19,6699.59,87.98,-100.48,50.22,False,False,False,True,False,False,False,False,"Syracuse, NY 13206
(43.071381, -76.107915)"
931,P00000654593,CY0000000014,Onondaga,Cicero,13039,5|A|Cold,725190,725190,12/20/2007,Assisted,1360.0,10200.0,1.0,1987.0,9014.0,450.7,5408.4,0.0,,,982.04,7711.63,74.93,6551.44,46.22,1160.19,28.71,False,False,False,True,False,False,False,False,"Cicero, NY 13039
(43.172813, -76.088447)"
932,P00000654595,CY0000000675,Schenectady,Schenectady,12306,5|A|Cold,725180,725180,12/28/2007,Market,1850.0,12950.0,1.0,1920.0,7000.0,350.0,700.0,0.0,,,961.5,5462.37,0.0,3824.3,0.0,1638.07,0.0,False,False,False,True,False,False,False,False,"Schenectady, NY 12306
(42.798298, -74.002183)"
933,P00000654598,CY0000000014,Onondaga,Syracuse,13207,5|A|Cold,725190,725190,03/13/2008,Assisted,1159.0,9272.0,1.0,1953.0,5850.0,292.5,3510.0,2340.0,,,633.3,10780.91,0.0,9443.11,0.0,1337.8,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13207
(43.019009, -76.164985)"
934,P00000654602,CY0000000335,Onondaga,Syracuse,13203,5|A|Cold,725190,725190,03/14/2008,Assisted,4240.0,42400.0,1.0,1910.0,24040.0,500.0,6000.0,0.0,,,1575.54,3704.09,173.53,3721.95,112.42,-17.86,61.11,False,False,False,True,False,False,False,False,"Syracuse, NY 13203
(43.060552, -76.135856)"
935,P00000654609,CY0000000065,Onondaga,Syracuse,13215,5|A|Cold,725190,725190,02/16/2008,Market,2000.0,16000.0,1.0,1985.0,5231.0,261.55,523.1,0.0,,,67.57,10957.24,128.32,12467.59,109.43,-1510.35,18.89,False,False,False,True,False,False,False,False,"Syracuse, NY 13215
(42.987251, -76.220062)"
936,P00000654619,CY0000000335,Onondaga,Nedrow,13120,5|A|Cold,725190,725190,01/08/2008,Assisted,2403.0,19550.0,3.0,1940.0,12900.0,500.0,5160.0,0.0,,,2163.61,4555.69,102.07,4331.02,70.82,224.67,31.25,False,False,False,True,False,False,False,False,"Nedrow, NY 13120
(42.950373, -76.163321)"
937,P00000654621,CY0000000023,Orleans,Holley,14470,5|A|Cold,725290,725290,02/27/2008,Market,1500.0,12000.0,1.0,1992.0,8656.0,259.5,865.6,0.0,,,51.37,7880.73,0.0,11202.96,0.0,-3322.23,0.0,False,False,False,True,False,False,False,False,"Holley, NY 14470
(43.211567, -78.054132)"
938,P00000654624,CY0000000023,Monroe,Honeoye Falls,14472,5|A|Cold,725290,725290,03/07/2008,Market,1096.0,8768.0,1.0,1926.0,5200.0,260.0,0.0,5200.0,,,511.39,5469.52,0.0,4607.73,0.0,861.8,0.0,False,False,False,True,False,False,False,False,"Honeoye Falls, NY 14472
(42.968799, -77.579991)"
939,P00000654626,CY0000000014,Jefferson,Antwerp,13608,6|A|Cold,743700,743700,03/11/2008,Assisted,1904.0,15232.0,1.0,1943.0,11200.0,500.0,5000.0,6200.0,,,1364.5,12967.59,0.0,11034.22,0.0,1933.37,0.0,False,False,False,True,False,False,False,False,"Antwerp, NY 13608
(44.236426, -75.620322)"
940,P00000654627,CY0000000014,Onondaga,Syracuse,13205,5|A|Cold,725190,725190,03/19/2008,Market,1430.0,11440.0,1.0,1930.0,6250.0,312.5,625.0,0.0,,,982.21,6327.26,144.32,6663.38,110.47,-336.12,33.84,False,False,False,True,False,False,False,False,"Syracuse, NY 13205
(43.00819, -76.144124)"
941,P00000654628,CY0000000675,Schenectady,Schenectady,12304,5|A|Cold,725180,725180,12/28/2007,Market,1440.0,11520.0,1.0,1979.0,3791.0,189.55,379.1,0.0,,,18.08,11634.33,86.12,11223.47,88.91,410.87,-2.79,False,False,False,True,False,False,False,False,"Schenectady, NY 12304
(42.778181, -73.902335)"
942,P00000654630,CY0000000003,Erie,Buffalo,14223,5|A|Cold,725280,725280,01/01/2008,Market,4032.0,32256.0,1.0,1969.0,21227.0,900.0,2122.7,0.0,,,113.46,15503.43,0.0,12769.07,0.0,2734.35,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14223
(42.973445, -78.845988)"
943,P00000654632,CY0000000391,Oneida,Rome,13440,6|A|Cold,725196,743700,12/29/2007,Market,2048.0,20480.0,1.0,1950.0,7926.0,396.3,792.6,0.0,,,1303.18,11172.02,217.22,12383.49,156.67,-1211.47,60.55,False,False,False,True,False,False,False,False,"Rome, NY 13440
(43.214717, -75.454665)"
944,P00000654636,CY0000000014,Jefferson,Carthage,13619,6|A|Cold,743700,743700,01/30/2008,Assisted,1728.0,13047.0,1.0,1880.0,11226.0,500.0,5000.0,6226.0,,,1301.15,11759.85,0.0,8256.95,0.0,3502.9,0.0,False,False,False,True,False,False,False,False,"Carthage, NY 13619
(43.979234, -75.608418)"
945,P00000654637,CY0000000014,Onondaga,Syracuse,13211,5|A|Cold,725190,725190,02/09/2008,Assisted,968.0,7744.0,1.0,1943.0,7900.0,395.0,4740.0,3160.0,,,716.47,3234.67,0.0,3395.35,0.0,-160.68,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13211
(43.099131, -76.13172)"
946,P00000654638,CY0000000014,Onondaga,Syracuse,13215,5|A|Cold,725190,725190,02/09/2008,Assisted,2365.0,17738.0,1.0,1968.0,10250.0,500.0,6000.0,4000.0,,,978.72,10797.81,120.43,9427.7,89.76,1370.11,30.68,False,False,False,True,False,False,False,False,"Syracuse, NY 13215
(42.987251, -76.220062)"
947,P00000654640,CY0000000065,Onondaga,Liverpool,13088,5|A|Cold,725190,725190,02/15/2008,Market,1872.0,14976.0,1.0,1866.0,9999.0,499.95,999.9,0.0,,,201.18,3955.06,119.62,4152.89,84.44,-197.83,35.18,False,False,False,True,False,False,False,False,"Liverpool, NY 13088
(43.108585, -76.18864)"
948,P00000654641,CY0000000014,Onondaga,Liverpool,13090,5|A|Cold,725190,725190,01/30/2008,Market,1632.0,13056.0,1.0,1985.0,3782.0,189.1,378.2,0.0,,,601.47,8436.43,103.78,8346.25,94.16,90.18,9.61,False,False,False,True,False,False,False,False,"Liverpool, NY 13090
(43.149294, -76.221843)"
949,P00000654642,CY0000000313,Erie,Buffalo,14217,5|A|Cold,725280,725280,12/22/2007,Market,768.0,5760.0,1.0,1965.0,7342.75,497.14,0.0,7342.75,,,105.41,12181.16,0.0,14355.46,0.0,-2174.3,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14217
(42.970263, -78.874694)"
950,P00000654650,CY0000000113,Onondaga,Brewerton,13029,5|A|Cold,725190,725190,12/19/2007,Assisted,1280.0,10240.0,1.0,1950.0,6440.0,322.0,3220.0,0.0,,,639.96,11915.0,0.0,11107.12,0.0,807.88,0.0,False,False,False,True,False,False,False,False,"Brewerton, NY 13029
(43.223906, -76.139362)"
951,P00000654661,CY0000000014,Onondaga,Jamesville,13078,5|A|Cold,725190,725190,03/05/2008,Market,2124.0,15930.0,1.0,1966.0,4350.0,217.5,0.0,4350.0,,,551.07,7667.17,103.24,7283.56,71.83,383.62,31.41,False,False,False,True,False,False,False,False,"Jamesville, NY 13078
(42.976691, -76.069719)"
952,P00000654669,CY0000001001,Oneida,New Hartford,13413,6|A|Cold,725196,725150,02/20/2008,Market,1776.0,14208.0,1.0,1950.0,3595.0,179.75,0.0,3595.0,,,425.43,9779.02,67.15,8903.66,53.3,875.36,13.85,False,False,False,True,False,False,False,False,"New Hartford, NY 13413
(43.066343, -75.287002)"
953,P00000654678,CY0000001067,Erie,Buffalo,14206,5|A|Cold,725280,725280,12/22/2007,Assisted,2250.0,18000.0,1.0,1940.0,5123.0,256.15,2561.5,0.0,,,1240.7,7097.07,0.0,6167.79,0.0,929.28,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14206
(42.880862, -78.811012)"
954,P00000654680,CY0000000014,Jefferson,Adams Center,13606,6|A|Cold,726227,726227,04/25/2008,Assisted,1731.0,13042.0,1.0,1860.0,11156.0,500.0,5000.0,6156.0,,,1392.77,8330.72,0.0,7697.85,0.0,632.88,0.0,False,False,False,True,False,False,False,False,"Adams Center, NY 13606
(43.870766, -76.009593)"
955,P00000654686,CY0000000014,Onondaga,Syracuse,13206,5|A|Cold,725190,725190,03/05/2008,Market,1538.0,11972.0,1.0,1930.0,3250.0,162.5,0.0,3250.0,,,472.44,3937.55,73.61,3991.89,70.37,-54.34,3.24,False,False,False,True,False,False,False,False,"Syracuse, NY 13206
(43.071381, -76.107915)"
956,P00000654690,CY0000000066,Erie,Getzville,14068,5|A|Cold,725280,725280,01/11/2008,Market,2086.0,16688.0,1.0,1989.0,4323.5,216.18,432.35,0.0,,,169.61,6400.42,0.0,6653.6,0.0,-253.18,0.0,False,False,False,True,False,False,False,False,"Getzville, NY 14068
(43.026744, -78.755861)"
957,P00000654693,CY0000000065,Onondaga,Syracuse,13206,5|A|Cold,725190,725190,05/28/2008,Market,1752.0,14016.0,1.0,1930.0,12689.0,753.78,0.0,12689.0,,,548.22,4667.66,0.0,4356.31,0.0,311.35,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13206
(43.071381, -76.107915)"
958,P00000654694,CY0000001501,Erie,Buffalo,14221,5|A|Cold,725280,725280,01/17/2008,Market,1700.0,13600.0,1.0,1927.0,14625.0,500.0,0.0,9500.0,,,478.8,6380.58,0.0,5289.85,0.0,1090.73,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14221
(42.980424, -78.728009)"
959,P00000654696,CY0000000014,Onondaga,Syracuse,13208,5|A|Cold,725190,725190,02/22/2008,Assisted,1502.0,12016.0,1.0,1955.0,12450.0,500.0,5000.0,7450.0,,,1060.03,6197.08,116.78,6748.75,86.46,-551.67,30.31,False,False,False,True,False,False,False,False,"Syracuse, NY 13208
(43.075602, -76.14789)"
960,P00000654699,CY0000000079,Onondaga,Baldwinsville,13027,5|A|Cold,725146,725190,01/22/2008,Market,2016.0,16128.0,1.0,2001.0,3000.0,150.0,300.0,0.0,,,384.12,10461.65,77.71,10067.66,74.19,393.99,3.52,False,False,False,True,False,False,False,False,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
961,P00000654700,CY0000001501,Niagara,Niagara Falls,14304,5|A|Cold,725287,725287,02/14/2008,Assisted,912.0,7296.0,1.0,1950.0,8800.0,440.0,4400.0,0.0,,,703.83,8130.56,0.0,8155.85,0.0,-25.29,0.0,False,False,False,True,False,False,False,False,"Niagara Falls, NY 14304
(43.09392, -78.961364)"
962,P00000654704,CY0000000391,Onondaga,Syracuse,13212,5|A|Cold,725190,725190,02/01/2008,Market,2232.0,17856.0,1.0,1950.0,5695.0,284.75,569.5,0.0,,,252.25,0.0,72.92,0.0,49.61,0.0,23.31,False,False,False,True,False,False,False,False,"Syracuse, NY 13212
(43.126591, -76.132726)"
963,P00000654706,CY0000000391,Onondaga,Clay,13041,5|A|Cold,725190,725190,01/10/2008,Market,1120.0,8960.0,1.0,1950.0,4460.0,223.0,0.0,4460.0,,,260.38,7799.75,59.37,4247.9,60.37,3551.86,-1.0,False,False,False,True,False,False,False,False,"Clay, NY 13041
(43.181791, -76.189017)"
964,P00000654715,CY0000000380,Onondaga,Warners,13164,5|A|Cold,725190,725190,01/01/2008,Assisted,1200.0,9600.0,1.0,1974.0,10000.0,500.0,5000.0,0.0,,,711.86,0.0,103.72,0.0,89.17,0.0,14.55,False,False,False,True,False,False,False,False,"Warners, NY 13164
(43.092325, -76.316749)"
965,P00000654718,CY0000000305,Niagara,Niagara Falls,14304,5|A|Cold,725287,725287,01/15/2008,Assisted,1440.0,11520.0,1.0,1948.0,4195.1,209.76,2097.5,0.0,,,364.22,4679.14,0.0,3846.28,0.0,832.85,0.0,False,False,False,True,False,False,False,False,"Niagara Falls, NY 14304
(43.09392, -78.961364)"
966,P00000654888,CY0000000014,Onondaga,Skaneateles,13152,5|A|Cold,725190,725190,02/19/2008,Assisted,1456.0,12012.0,1.0,1900.0,8919.0,650.95,4459.5,0.0,,,933.02,9190.48,0.0,11022.46,0.0,-1831.98,0.0,False,False,False,True,False,False,False,False,"Skaneateles, NY 13152
(42.894504, -76.384987)"
967,P00000654896,CY0000000065,Onondaga,Liverpool,13090,5|A|Cold,725190,725190,02/20/2008,Market,2093.0,16744.0,1.0,1972.0,7805.0,390.25,780.5,0.0,,,566.78,6686.85,107.66,6685.31,83.62,1.54,24.04,False,False,False,True,False,False,False,False,"Liverpool, NY 13090
(43.149294, -76.221843)"
968,P00000654907,CY0000000391,Onondaga,Syracuse,13212,5|A|Cold,725190,725190,01/01/2008,Market,2520.0,18000.0,1.0,1950.0,4480.0,224.0,448.0,0.0,,,572.49,16004.4,0.0,19786.24,0.0,-3781.85,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13212
(43.126591, -76.132726)"
969,P00000654913,CY0000001501,Erie,Tonawanda,14150,5|A|Cold,725287,725287,02/29/2008,Assisted,1080.0,8640.0,1.0,1953.0,9730.0,486.5,4865.0,0.0,,,723.28,7311.98,0.0,3947.44,0.0,3364.54,0.0,False,False,False,True,False,False,False,False,"Tonawanda, NY 14150
(42.999597, -78.867291)"
970,P00000654914,CY0000000014,Onondaga,Syracuse,13206,5|A|Cold,725190,725190,03/27/2008,Assisted,1474.0,11533.0,1.0,1930.0,9916.92,570.85,5950.15,3966.47,,,1056.61,4676.01,0.0,3972.42,0.0,703.6,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13206
(43.071381, -76.107915)"
971,P00000654916,CY0000000391,Madison,Oneida,13421,6|A|Cold,725196,725150,01/11/2008,Market,2788.0,22304.0,1.0,1914.0,6300.0,315.0,0.0,6000.0,,,826.92,15802.22,95.15,16879.1,84.44,-1076.89,10.72,False,False,False,True,False,False,False,False,"Oneida, NY 13421
(43.076187, -75.649101)"
972,P00000654921,CY0000000014,Onondaga,Syracuse,13219,5|A|Cold,725190,725190,03/11/2008,Market,1446.0,11568.0,1.0,1950.0,8248.0,412.4,0.0,8248.0,,,1504.94,14643.78,0.0,12280.21,0.0,2363.58,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13219
(43.04093, -76.224174)"
973,P00000654928,CY0000000065,Onondaga,Syracuse,13204,5|A|Cold,725190,725190,03/28/2008,Assisted,2784.0,25056.0,1.0,1912.0,11500.0,500.0,4600.0,0.0,,,2015.28,3101.9,51.05,5680.22,26.26,-2578.31,24.79,False,False,False,True,False,False,False,False,"Syracuse, NY 13204
(43.0503, -76.174991)"
974,P00000654929,CY0000000675,Saratoga,Rexford,12148,5|A|Cold,725180,725180,12/28/2007,Market,2280.0,18240.0,1.0,2001.0,4800.0,240.0,480.0,0.0,,,450.83,9268.96,81.39,9037.35,76.67,231.61,4.72,False,False,False,True,False,False,False,False,"Rexford, NY 12148
(42.840999, -73.852723)"
975,P00000654931,CY0000000096,Onondaga,Syracuse,13210,5|A|Cold,725190,725190,03/06/2008,Market,2970.0,23760.0,1.0,1928.0,4648.0,0.0,464.8,0.0,,,642.37,3062.33,55.69,2547.12,44.14,515.21,11.55,False,False,False,True,False,False,False,False,"Syracuse, NY 13210
(43.034152, -76.126551)"
976,P00000654939,CY0000000065,Onondaga,Syracuse,13215,5|A|Cold,725190,725190,03/05/2008,Market,1944.0,15552.0,1.0,1987.0,6919.0,345.95,691.9,0.0,,,514.05,12540.28,100.08,9839.58,77.6,2700.7,22.48,False,False,False,True,False,False,False,False,"Syracuse, NY 13215
(42.987251, -76.220062)"
977,P00000654942,CY0000000003,Monroe,Churchville,14428,5|A|Cold,725290,725290,01/12/2008,Market,3360.0,26880.0,1.0,1978.0,22200.0,900.0,2220.0,0.0,,,165.28,7437.06,0.0,4166.88,0.0,3270.18,0.0,False,False,False,True,False,False,False,False,"Churchville, NY 14428
(43.080492, -77.857148)"
978,P00000654943,CY0000000014,Onondaga,Syracuse,13212,5|A|Cold,725190,725190,01/30/2008,Market,1852.0,14816.0,1.0,1975.0,5555.0,277.75,555.5,0.0,,,429.05,12041.0,91.59,11485.34,79.28,555.66,12.31,False,False,False,True,False,False,False,False,"Syracuse, NY 13212
(43.126591, -76.132726)"
979,P00000654948,CY0000000014,Oswego,West Monroe,13167,5|A|Cold,725190,725190,01/30/2008,Market,1976.0,15808.0,1.0,1953.0,4034.0,201.7,403.4,0.0,,,1010.96,0.0,18.81,0.0,40.25,0.0,-21.44,False,False,False,True,False,False,False,False,"West Monroe, NY 13167
(43.309651, -76.060296)"
980,P00000654949,CY0000000003,Livingston,Piffard,14533,5|A|Cold,724988,725290,01/12/2008,Market,2700.0,21600.0,1.0,1960.0,11603.0,732.06,1160.3,0.0,,,71.82,9373.25,0.0,9009.99,0.0,363.27,0.0,False,False,False,True,False,False,False,False,"Piffard, NY 14533
(42.842982, -77.889141)"
981,P00000654951,CY0000000675,Schenectady,Schenectady,12309,5|A|Cold,725180,725180,12/28/2007,Market,1668.0,13344.0,1.0,1985.0,3200.0,160.0,320.0,0.0,,,296.36,13162.1,0.0,11495.52,0.0,1666.58,0.0,False,False,False,True,False,False,False,False,"Schenectady, NY 12309
(42.799243, -73.875502)"
982,P00000654952,CY0000000014,Onondaga,Liverpool,13090,5|A|Cold,725190,725190,01/30/2008,Market,2227.0,16703.0,1.0,1977.0,4250.0,212.5,425.0,0.0,,,404.18,15389.26,166.41,18760.76,138.89,-3371.51,27.52,False,False,False,True,False,False,False,False,"Liverpool, NY 13090
(43.149294, -76.221843)"
983,P00000654955,CY0000000014,Onondaga,Syracuse,13212,5|A|Cold,725190,725190,02/21/2008,Market,1040.0,8320.0,1.0,1953.0,4110.0,205.5,411.0,0.0,,,938.73,6911.78,0.0,7186.14,0.0,-274.35,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13212
(43.126591, -76.132726)"
984,P00000654956,CY0000000014,Onondaga,Brewerton,13029,5|A|Cold,725190,725190,02/13/2008,Market,1698.0,13584.0,1.0,1943.0,3825.0,191.25,382.5,0.0,,,231.65,7681.02,0.0,7053.7,0.0,627.32,0.0,False,False,False,True,False,False,False,False,"Brewerton, NY 13029
(43.223906, -76.139362)"
985,P00000654959,CY0000001067,Niagara,North Tonawanda,14120,5|A|Cold,725287,725287,02/27/2008,Market,2180.0,17440.0,1.0,1970.0,8273.0,413.65,827.3,0.0,,,684.92,13926.37,0.0,12970.96,0.0,955.41,0.0,False,False,False,True,False,False,False,False,"North Tonawanda, NY 14120
(43.05899, -78.852904)"
986,P00000654961,CY0000000065,Onondaga,Cicero,13039,5|A|Cold,725190,725190,05/10/2008,Assisted,3153.0,25224.0,1.0,1960.0,7965.0,398.25,3982.5,0.0,,,1246.09,28085.24,0.0,21270.35,0.0,6814.89,0.0,False,False,False,True,False,False,False,False,"Cicero, NY 13039
(43.172813, -76.088447)"
987,P00000654966,CY0000000065,Onondaga,Liverpool,13090,5|A|Cold,725190,725190,02/16/2008,Market,1632.0,13056.0,1.0,1976.0,6092.0,304.6,609.2,0.0,,,62.38,0.0,82.73,0.0,76.51,0.0,6.22,False,False,False,True,False,False,False,False,"Liverpool, NY 13090
(43.149294, -76.221843)"
988,P00000654968,CY0000000065,Onondaga,Syracuse,13214,5|A|Cold,725190,725190,04/05/2008,Assisted,850.0,6800.0,1.0,1949.0,9900.0,693.0,4950.0,0.0,,,871.38,4481.74,0.0,4542.84,0.0,-61.09,0.0,False,False,False,True,False,False,False,False,"Syracuse, NY 13214
(43.040484, -76.074122)"
989,P00000654970,CY0000000065,Onondaga,Camillus,13031,5|A|Cold,725190,725190,01/15/2008,Market,1400.0,11200.0,1.0,1985.0,7760.0,0.0,776.0,0.0,,,90.06,6284.16,0.0,6190.89,0.0,93.27,0.0,False,False,False,True,False,False,False,False,"Camillus, NY 13031
(43.042358, -76.293014)"
990,P00000654976,CY0000000277,Onondaga,Manlius,13104,5|A|Cold,725190,725190,02/23/2008,Market,2212.0,17696.0,1.0,1952.0,3888.0,194.4,388.8,0.0,,,79.72,9279.62,88.14,6912.43,94.72,2367.18,-6.58,False,False,False,True,False,False,False,False,"Manlius, NY 13104
(42.979204, -75.962381)"
991,P00000654977,CY0000000277,Onondaga,Cicero,13039,5|A|Cold,725190,725190,01/31/2008,Market,1475.0,11800.0,1.0,1970.0,11628.0,500.0,1162.8,0.0,,,190.83,0.0,70.81,0.0,50.91,0.0,19.9,False,False,False,True,False,False,False,False,"Cicero, NY 13039
(43.172813, -76.088447)"
992,P00000654978,CY0000000277,Onondaga,Liverpool,13090,5|A|Cold,725190,725190,01/16/2008,Market,1508.0,12064.0,1.0,1972.0,5700.0,285.0,570.0,0.0,,,137.06,11366.64,0.0,11053.16,0.0,313.47,0.0,False,False,False,True,False,False,False,False,"Liverpool, NY 13090
(43.149294, -76.221843)"
993,P00000654981,CY0000001067,Erie,Buffalo,14225,5|A|Cold,725280,725280,01/08/2008,Assisted,2150.0,17200.0,1.0,1949.0,3200.0,160.0,1600.0,0.0,,,724.9,10232.56,0.0,8898.5,0.0,1334.05,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14225
(42.928, -78.7594)"
994,P00000654982,CY0000000675,Schenectady,Schenectady,12309,5|A|Cold,725180,725180,02/05/2008,Assisted,2210.0,17680.0,1.0,1935.0,11415.0,500.0,5000.0,6415.0,,,1532.05,3945.2,0.0,4145.88,0.0,-200.68,0.0,False,False,False,True,False,False,False,False,"Schenectady, NY 12309
(42.799243, -73.875502)"
995,P00000654983,CY0000000391,Onondaga,Cicero,13039,5|A|Cold,725190,725190,01/01/2008,Market,1879.0,15347.0,1.0,1987.0,5418.0,270.9,541.8,0.0,,,306.39,20155.97,0.0,15309.68,0.0,4846.29,0.0,False,False,False,True,False,False,False,False,"Cicero, NY 13039
(43.172813, -76.088447)"
996,P00000655113,CY0000000484,Erie,Buffalo,14223,5|A|Cold,725280,725280,01/11/2008,Market,1728.0,13248.0,1.0,1955.0,7845.0,392.25,784.5,0.0,,,769.01,2742.24,0.0,3128.62,0.0,-386.38,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14223
(42.973445, -78.845988)"
997,P00000655125,CY0000000484,Erie,Buffalo,14216,5|A|Cold,725280,725280,02/21/2008,Market,3360.0,25760.0,1.0,1910.0,8044.0,402.2,804.4,0.0,,,1159.54,8069.24,0.0,6137.66,0.0,1931.58,0.0,False,False,False,True,False,False,False,False,"Buffalo, NY 14216
(42.94846, -78.861789)"
998,P00000655140,CY0000001067,Erie,Tonawanda,14150,5|A|Cold,725287,725287,02/21/2008,Market,1978.0,15824.0,1.0,1955.0,7623.0,381.15,762.3,0.0,,,598.23,6365.84,0.0,6897.55,0.0,-531.71,0.0,False,False,False,True,False,False,False,False,"Tonawanda, NY 14150
(42.999597, -78.867291)"
999,P00000655143,CY0000000391,Onondaga,Syracuse,13210,5|A|Cold,725190,725190,01/01/2008,Market,1840.0,12880.0,1.0,1950.0,3750.0,187.5,375.0,0.0,,,311.14,3502.79,110.41,5216.17,92.33,-1713.39,18.08,False,False,False,True,False,False,False,False,"Syracuse, NY 13210
(43.034152, -76.126551)"
1000,P00000655144,CY0000000065,Onondaga,Cicero,13039,5|A|Cold,725190,725190,04/12/2008,Assisted,1644.0,13152.0,1.0,1960.0,9851.0,492.55,4925.5,0.0,,,847.13,0.0,103.27,0.0,84.31,0.0,18.96,False,False,False,True,False,False,False,False,"Cicero, NY 13039
(43.172813, -76.088447)"
1001,P00000655149,CY0000000308,Oneida,New York Mills,13417,6|A|Cold,725196,743700,02/27/2008,Assisted,2478.0,18160.0,2.0,1895.0,9765.0,683.55,4882.5,4882.5,,,1105.52,5109.45,0.0,6474.11,0.0,-1364.65,0.0,False,False,False,True,False,False,False,False,"New York Mills, NY 13417
(43.101349, -75.292939)"
1002,P00000655154,CY0000001611,Onondaga,Fayetteville,13066,5|A|Cold,725190,725190,02/16/2008,Market,3154.0,24110.0,1.0,1965.0,6080.0,425.6,608.0,0.0,,,525.75,15586.79,0.0,10980.78,0.0,4606.02,0.0,False,False,False,True,False,False,False,False,"Fayetteville, NY 13066
(43.029416, -76.009703)"
1003,P00000655165,CY0000000065,Onondaga,Baldwinsville,13027,5|A|Cold,725146,725190,02/19/2008,Market,1808.0,14464.0,1.0,1977.0,8888.0,444.4,888.8,0.0,,,92.35,12756.31,61.2,10588.81,57.91,2167.5,3.29,False,False,False,True,False,False,False,False,"Baldwinsville, NY 13027
(43.163267, -76.340674)"
1004,P00000655174,CY0000000391,Onondaga,Syracuse,13207,5|A|Cold,725190,725190,01/17/2008,Market,1008.0,8064.0,1.0,1940.0,2904.0,145.2,0.0,2904.0,,,165.5,6108.39,50.78,5900.34,42.77,208.05,8.01,False,False,False,True,False,False,False,False,"Syracuse, NY 13207
(43.019009, -76.164985)"
1005,P00000655178,CY0000000391,Onondaga,East Syracuse,13057,5|A|Cold,725190,725190,01/15/2008,Market,1980.0,14850.0,1.0,1960.0,2675.0,133.75,267.5,0.0,,,135.07,11126.71,0.0,9224.42,0.0,1902.29,0.0,False,False,False,True,False,False,False,False,"East Syracuse, NY 13057
(43.082222, -76.054431)"
